accx,accy,accz,pres,temp,alt,velv,accv,act,time,state
3.64,9.2,1.71,42.48,54.38,9057.16,271.55,-9.03,0,18611,2
3.79,9.29,1.32,42.44,54.31,9070.79,271.05,-9.15,0,18665,2
3.82,8.89,0.78,42.41,54.31,9085.42,270.04,-8.84,0,18713,2
3.5,9.94,-0.04,42.35,54.31,9098.38,269.16,-9.33,0,18765,2
3.76,9.34,-0.7,42.33,54.31,9112.32,267.61,-9.12,0,18817,2
3.72,8.78,-1.2,42.29,54.38,9126.15,265.93,-8.74,0,18871,2
3.58,8.3,-1.92,42.25,54.31,9140.38,263.74,-8.44,0,18919,2
4,8.02,-1.68,42.21,54.38,9152.91,261.57,-8.39,0,18970,2
3.77,8.74,-2.94,42.16,54.38,9166.12,259.37,-9,0,19021,2
3.45,8.71,-3.34,42.13,54.38,9179.19,256.85,-8.77,0,19071,2
3.39,7.46,-3.74,42.09,54.38,9191.84,254.13,-8.1,0,19125,2
3.85,6.73,-4.34,42.05,54.31,9205.34,251.14,-8.23,0,19172,2
3.43,7.16,-4.55,42.01,54.31,9216.92,247.9,-8.12,0,19223,2
3.67,6.26,-5.24,41.98,54.31,9229.29,244.34,-8.17,0,19274,2
3.94,5.43,-5.19,41.94,54.31,9241.47,240.82,-7.87,0,19328,2
3.49,6.16,-5.72,41.9,54.31,9254.18,237.18,-7.98,0,19376,2
3.78,4.53,-5.93,41.86,54.31,9265.26,233.27,-7.73,0,19427,2
3.83,4.42,-6.17,41.8,54.31,9276.89,229.81,-7.77,0,19478,2
4.02,3.37,-6.36,41.76,54.31,9288.33,226.3,-7.73,0,19532,2
3.52,3.7,-6.68,41.73,54.38,9300.27,222.91,-7.51,0,19580,2
3.79,3.24,-6.78,41.7,54.31,9310.65,218.83,-7.55,0,19632,2
4.02,2.05,-6.68,41.66,54.38,9321.74,215.23,-7.5,0,19682,2
3.63,1.98,-6.63,41.62,54.31,9332.18,211.27,-7.06,0,19736,2
4.04,0.21,-6.93,41.59,54.31,9343.25,207.36,-7.64,0,19784,2
3.85,0.78,-6.06,41.54,54.38,9352.9,203.51,-6.7,0,19835,2
3.84,0.47,-5.86,41.51,54.31,9362.95,199.6,-6.5,0,19886,2
3.94,-0.26,-6.06,41.48,54.38,9372.8,195.74,-6.76,0,19940,2
3.97,-0.57,-5.65,41.45,54.38,9383.03,191.9,-6.5,0,19988,2
4.22,-1.05,-5.1,41.42,54.31,9391.88,187.43,-6.41,0,20039,2
4.22,-1.78,-5.08,41.38,54.31,9401.1,183.47,-6.58,0,20091,2
4.18,-1.6,-4.58,41.34,54.38,9410.32,179.78,-6.1,0,20145,2
4.21,-2.29,-4.09,41.31,54.31,9419.68,175.93,-6.13,0,20220,2
4.29,-2.58,-3.7,41.26,54.38,9432.57,173.15,-6.09,0,20244,2
4.24,-2.37,-2.99,41.23,54.31,9436.42,166.39,-5.59,0,20295,2
4.31,-2.37,-2.9,41.19,54.38,9444.65,163.29,-5.55,0,20347,2
4.14,-3.49,-2.32,41.17,54.31,9452.85,159.96,-5.86,0,20401,2
4.4,-3.68,-2.21,41.12,54.31,9461.23,156.95,-6.11,0,20449,2
4.71,-3.38,-1.75,41.09,54.31,9468.53,153.93,-6.01,0,20500,2
4.71,-3.23,-0.82,41.05,54.31,9476.15,151.19,-5.72,0,20551,2
4.6,-3.54,-0.97,41.01,54.31,9483.67,148.72,-5.86,0,20604,2
4.9,-4.39,-0.28,40.98,54.31,9491.38,146.53,-6.57,0,20652,2
4.75,-3.7,-0.19,40.94,54.31,9498.27,144.53,-6,0,20702,2
5.1,-3.64,0.1,40.9,54.25,9505.36,142.66,-6.23,0,20753,2
5.52,-3.5,0.66,40.88,54.38,9512.54,141.14,-6.48,0,20808,2
5.75,-3.6,0.98,40.94,54.31,9519.97,137.55,-6.76,0,20856,2
5.76,-3.51,1.35,41.22,54.38,9525.58,126.62,-6.77,0,20908,2
5.83,-3.31,1.83,41.21,54.31,9531.13,116.14,-6.8,0,20959,2
5.86,-3.22,2.14,41.17,54.31,9536.06,105.85,-6.87,0,21013,2
5.97,-3.05,2.67,41.14,54.31,9540.82,96.52,-7.01,0,21061,2
5.94,-2.66,2.97,41.11,54.31,9544.54,86.49,-6.91,0,21111,2
5.99,-2.52,3.24,41.07,54.38,9548.02,77.55,-7.04,0,21162,2
6.08,-2.21,3.68,41.03,54.31,9551.17,69.19,-7.17,0,21215,2
6.18,-1.79,4.07,40.98,54.31,9554.11,61.95,-7.27,0,21263,2
6.15,-1.49,4.27,40.95,54.31,9556.42,54.59,-7.29,0,21314,2
6.2,-1.2,4.51,40.91,54.38,9558.63,48.56,-7.4,0,21366,2
6.27,-0.81,4.94,40.88,54.31,9560.62,43.03,-7.61,0,21421,2
6.27,-0.4,5,40.84,54.38,9562.54,38.53,-7.6,0,21469,2
6.34,-0.03,5.13,40.81,54.31,9563.99,34,-7.72,0,21520,2
6.29,0.36,5.39,40.77,54.31,9565.4,30.48,-7.83,0,21571,2
6.38,0.77,5.47,40.74,54.38,9566.7,27.55,-7.96,0,21622,2
6.37,1.41,5.54,40.71,54.38,9567.9,25.18,-8.03,0,21690,2
6.43,1.75,5.65,40.65,54.31,9569.52,24.07,-8.25,0,21767,2
6.43,2.4,5.67,40.6,54.25,9571.37,23.46,-8.37,0,21822,2
6.49,2.81,5.77,40.6,54.31,9572.66,23.06,-8.6,0,21846,2
6.51,3.14,5.63,40.57,54.38,9573.29,24.6,-8.67,0,21896,2
6.55,3.63,5.75,40.54,54.31,9574.64,25.34,-8.92,0,21944,2
6.58,4.08,5.46,40.51,54.38,9576.04,26.93,-8.96,0,21996,2
6.57,4.54,5.31,40.49,54.31,9577.65,28.59,-9.06,0,22048,2
6.65,4.98,5.21,40.45,54.31,9579.42,30.82,-9.29,0,22102,2
6.65,5.4,5.04,40.42,54.31,9581.41,33.41,-9.42,0,22150,2
6.63,5.92,4.61,40.39,54.31,9583.39,36.97,-9.47,0,22201,2
6.67,6.33,4.41,40.37,54.31,9585.69,40.63,-9.65,0,22251,2
6.64,6.69,4.07,40.34,54.31,9588.18,44.81,-9.74,0,22305,2
6.64,7.1,3.72,40.31,54.31,9591.1,48.9,-9.86,0,22352,2
6.67,7.26,3.29,40.28,54.31,9593.94,54.29,-9.88,0,22403,2
6.6,7.74,2.94,40.24,54.31,9597.33,59.86,-10.01,0,22454,2
6.64,7.98,2.55,40.21,54.31,9601.04,65.86,-10.12,0,22509,2
6.71,8.11,2.12,40.18,54.31,9605.36,71.65,-10.2,0,22558,2
6.66,8.24,1.69,40.15,54.31,9609.59,78.57,-10.2,0,22609,2
6.64,8.36,1.25,40.12,54.31,9614.34,85.32,-10.21,0,22660,2
6.66,8.5,0.76,40.09,54.38,9619.48,92.45,-10.29,0,22711,2
6.65,8.51,0.24,40.07,54.25,9624.96,99.41,-10.27,0,22764,2
6.6,8.53,-0.14,40.04,54.31,9631.03,106.46,-10.24,0,22812,2
6.63,8.4,-0.63,40.01,54.31,9636.97,114.49,-10.21,0,22863,2
6.57,8.33,-0.97,39.98,54.31,9643.64,122.04,-10.14,0,22913,2
6.62,8.24,-1.39,39.95,54.31,9650.58,129.9,-10.15,0,22967,2
6.51,8.12,-1.97,39.93,54.31,9658.44,137.04,-10.07,0,23028,2
6.46,8.07,-2.15,39.89,54.25,9667.62,143.12,-9.99,0,23085,2
6.49,7.73,-2.45,39.87,54.31,9676.61,149.69,-9.86,0,23119,2
6.06,7.55,-2.86,39.76,54.31,9682.71,164.11,-9.48,0,23173,2
6.01,7.11,-3.1,39.52,54.25,9693.05,177.13,-9.24,0,23221,2
5.68,6.91,-3.98,39.45,54.31,9703.12,192.81,-9.15,0,23272,2
5.87,6.75,-3.86,39.43,54.38,9714.49,207.2,-9.09,0,23322,2
5.72,6.29,-3.8,39.41,54.31,9726.32,221.27,-8.68,0,23376,2
5.92,5.91,-4.02,39.38,54.31,9739.71,233.87,-8.71,0,23423,2
5.68,5.83,-4.75,39.37,54.31,9752.08,247.81,-8.77,0,23474,2
5.84,5.13,-4.93,39.34,54.31,9766.04,260.04,-8.7,0,23525,2
5.7,5.38,-5,39.32,54.31,9780.57,271.67,-8.6,0,23579,2
5.7,4.81,-5.06,39.3,54.31,9796.44,281.97,-8.4,0,23627,2
5.87,4.4,-5.05,39.27,54.31,9811.12,293.06,-8.36,0,23678,2
5.82,4.37,-5.31,39.25,54.31,9827.14,302.73,-8.37,0,23729,2
6.03,4.09,-5.2,39.23,54.31,9843.56,311.54,-8.34,0,23783,2
6.37,3.44,-5.44,39.23,54.31,9861.25,318.62,-8.6,0,23832,2
5.71,2.86,-5.92,39.29,54.31,9877.46,323.79,-8.21,0,23883,2
6.53,2.71,-5.42,39.45,54.31,9894.08,323.95,-8.47,0,23933,2
6.57,2.39,-5.38,39.42,54.31,9910.33,323.55,-8.4,0,23987,2
6.61,2.08,-5.45,39.4,54.31,9927.78,322.37,-8.39,0,24035,2
6.64,1.75,-5.42,39.37,54.31,9943.17,320.55,-8.33,0,24086,2
6.64,1.48,-5.27,39.35,54.25,9959.34,317.88,-8.18,0,24137,2
6.67,1.06,-5.24,39.32,54.31,9975.32,314.72,-8.16,0,24188,2
6.7,0.79,-5.02,39.3,54.31,9991.07,310.87,-8.02,0,24242,2
6.67,0.46,-5.02,39.28,54.31,10007.48,306.43,-7.98,0,24291,2
6.73,0.2,-4.76,39.26,54.25,10022.04,300.95,-7.87,0,24342,2
6.78,-0.08,-4.5,39.23,54.31,10036.9,295.28,-7.76,0,24393,2
6.8,-0.35,-4.24,39.21,54.31,10051.41,288.99,-7.66,0,24446,2
6.78,-0.61,-4.02,39.18,54.31,10066.12,282.39,-7.56,0,24494,2
6.74,-0.89,-3.75,39.17,54.31,10078.99,274.43,-7.45,0,24546,2
6.44,-0.96,-3.46,39.03,54.31,10092.78,269.07,-7.05,0,24598,2
6.6,-1.58,-3.1,38.84,54.31,10106.61,266.71,-7.26,0,24652,2
6.36,-1.44,-2.98,38.8,54.25,10120.82,264.18,-6.91,0,24700,2
6.23,-1.11,-2.54,38.78,54.31,10133.27,261.04,-6.48,0,24751,2
6.66,-1.55,-2.06,38.78,54.25,10146.26,257.1,-6.89,0,24802,2
6.52,-1.91,-2.06,38.74,54.31,10159.04,253.11,-6.91,0,24855,2
6.78,-2.29,-1.52,38.72,54.31,10172.08,248.79,-7.18,0,24903,2
6.65,-2.22,-1.39,38.69,54.31,10183.61,243.79,-7.01,0,24953,2
6.68,-2.09,-1.36,38.68,54.31,10195.34,238.46,-6.95,0,25004,2
6.54,-1.93,-0.91,38.65,54.31,10207.01,232.92,-6.7,0,25058,2
6.72,-1.7,-0.41,38.64,54.31,10219.05,227.19,-6.7,0,25107,2
6.61,-1.97,-0.44,38.61,54.31,10229.61,220.66,-6.74,0,25159,2
6.72,-1.74,0.02,38.59,54.31,10240.47,214.12,-6.72,0,25210,2
6.85,-1.91,0.31,38.58,54.31,10250.75,207.08,-6.93,0,25264,2
6.68,-1.67,0.61,38.56,54.31,10261.24,200.07,-6.7,0,25312,2
7.1,-1.61,0.85,38.54,54.31,10270.13,191.98,-7.09,0,25362,2
7.18,-1.61,1.46,38.52,54.31,10278.99,183.96,-7.25,0,25413,2
